address,city,state,source,city_id,image_name,image_url,lon,lat,date,parcel_num,floors_num,bedrooms_num,bathrooms_num,basement,heating,cooling,yr_built,own_v_rent,age_tenants,tenants_num,type_property,sqft,curr_price,prev_price,county,clear_image,test_failed,rand_select,vegetation,vegetation_confidence,siding,siding_confidence,gutter,gutter_confidence,FALSE,roof,roof_confidence,img_used
104 9TH AVE,Slater,Iowa,G,S,G_S_104 9TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=104+9TH+AVE,Slater+Iowa",-93.6793192,41.8740994,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,42.83,poor_siding,35.99,good_gutter,64.25,,FALSE,0,G_S_104 9TH AVE_
201 10TH AVE,Slater,Iowa,G,S,G_S_201 10TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=201+10TH+AVE,Slater+Iowa",-93.6802899,41.873739,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,,0,
101 10TH AVE,Slater,Iowa,G,S,G_S_101 10TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=101+10TH+AVE,Slater+Iowa",-93.6787843,41.8737484,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,46.26,poor_siding,40.33,poor/no_gutter,65.61,,FALSE,0,G_S_101 10TH AVE_
304 10TH AVE,Slater,Iowa,G,S,G_S_304 10TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=304+10TH+AVE,Slater+Iowa",-93.6818551,41.8733209,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,,0,
400 10TH AVE,Slater,Iowa,G,S,G_S_400 10TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=400+10TH+AVE,Slater+Iowa",-93.6824693,41.8733206,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,44.22,poor_siding,38.07,good_gutter,66.83,,FALSE,0,G_S_400 10TH AVE_
200 10TH AVE,Slater,Iowa,G,S,G_S_200 10TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=200+10TH+AVE,Slater+Iowa",-93.6802899,41.8733128,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,48.16,poor_siding,38.49,good_gutter,64.86,,FALSE,0,G_S_200 10TH AVE_
106 10TH AVE,Slater,Iowa,G,S,G_S_106 10TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=106+10TH+AVE,Slater+Iowa",-93.6797154,41.8733118,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,42.21,chipped_paint,36.43,good_gutter,70.77,,FALSE,0,G_S_106 10TH AVE_
204 10TH AVE,Slater,Iowa,G,S,G_S_204 10TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=204+10TH+AVE,Slater+Iowa",-93.6808843,41.8732938,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,42.58,poor_siding,36.85,good_gutter,63.97,,FALSE,0,G_S_204 10TH AVE_
623 GREENE ST,Slater,Iowa,G,S,G_S_623 GREENE ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=623+GREENE+ST,Slater+Iowa",-93.6862338,41.8769969,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,41.55,poor_siding,37.39,good_gutter,66.15,,FALSE,0,G_S_623 GREENE ST_
605 GREENE ST,Slater,Iowa,G,S,G_S_605 GREENE ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=605+GREENE+ST,Slater+Iowa",-93.686278,41.8775229,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,43.04,chipped_paint,35.82,good_gutter,64.39,,FALSE,0,G_S_605 GREENE ST_
601 GREENE ST,Slater,Iowa,G,S,G_S_601 GREENE ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=601+GREENE+ST,Slater+Iowa",-93.6862831,41.8776563,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,41.28,poor_siding,37.26,good_gutter,65.23,,FALSE,0,G_S_601 GREENE ST_
306 CEDAR ST,Slater,Iowa,G,S,G_S_306 CEDAR ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=306+CEDAR+ST,Slater+Iowa",-93.6761693,41.880108,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,,0,
302 CEDAR ST,Slater,Iowa,G,S,G_S_302 CEDAR ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=302+CEDAR+ST,Slater+Iowa",-93.6761495,41.8803217,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,43.62,poor_siding,36.36,good_gutter,57.24,,FALSE,0,G_S_302 CEDAR ST_
300 CEDAR ST,Slater,Iowa,G,S,G_S_300 CEDAR ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=300+CEDAR+ST,Slater+Iowa",-93.6761693,41.8805729,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,38.79,good_siding,36.29,good_gutter,50.26,,FALSE,0,G_S_300 CEDAR ST_
208 CEDAR ST,Slater,Iowa,G,S,G_S_208 CEDAR ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=208+CEDAR+ST,Slater+Iowa",-93.6761693,41.8808053,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,41.91,poor_siding,35.94,good_gutter,70.02,,FALSE,0,G_S_208 CEDAR ST_
207 CEDAR ST,Slater,Iowa,G,S,G_S_207 CEDAR ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=207+CEDAR+ST,Slater+Iowa",-93.6767636,41.8807089,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,50.59,poor_siding,42.02,poor/no_gutter,54.33,,FALSE,0,G_S_207 CEDAR ST_
205 CEDAR ST,Slater,Iowa,G,S,G_S_205 CEDAR ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=205+CEDAR+ST,Slater+Iowa",-93.6767636,41.88098,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,,0,
501 CEDAR ST,Slater,Iowa,G,S,G_S_501 CEDAR ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=501+CEDAR+ST,Slater+Iowa",-93.6766843,41.8786969,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,43.34,poor_siding,39.39,poor/no_gutter,56.9,,FALSE,0,G_S_501 CEDAR ST_
409 CEDAR ST,Slater,Iowa,G,S,G_S_409 CEDAR ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=409+CEDAR+ST,Slater+Iowa",-93.6767041,41.8789869,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,48.55,poor_siding,37.18,good_gutter,56.41,,FALSE,0,G_S_409 CEDAR ST_
405 CEDAR ST,Slater,Iowa,G,S,G_S_405 CEDAR ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=405+CEDAR+ST,Slater+Iowa",-93.6766843,41.879278,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,,0,
509 CEDAR ST,Slater,Iowa,G,S,G_S_509 CEDAR ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=509+CEDAR+ST,Slater+Iowa",-93.676724,41.8781921,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,,0,
107 E 6TH AVE,Slater,Iowa,G,S,G_S_107 E 6TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=107+E+6TH+AVE,Slater+Iowa",-93.6770409,41.8781819,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,40.71,poor_siding,37.18,good_gutter,70.15,,FALSE,0,G_S_107 E 6TH AVE_
600 LINN ST,Slater,Iowa,G,S,G_S_600 LINN ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=600+LINN+ST,Slater+Iowa",-93.6780513,41.8773942,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,,0,
500 CEDAR ST,Slater,Iowa,G,S,G_S_500 CEDAR ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=500+CEDAR+ST,Slater+Iowa",-93.6757929,41.8782024,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,45.65,poor_siding,36.15,good_gutter,69.55,,FALSE,0,G_S_500 CEDAR ST_
500 CEDAR ST,Slater,Iowa,G,S,G_S_500 CEDAR ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=500+CEDAR+ST,Slater+Iowa",-93.6757929,41.8782024,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,45.65,poor_siding,36.15,good_gutter,69.55,,FALSE,0,G_S_500 CEDAR ST_
308 CEDAR ST,Slater,Iowa,G,S,G_S_308 CEDAR ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=308+CEDAR+ST,Slater+Iowa",-93.6761297,41.8798768,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,,0,
204 CEDAR ST,Slater,Iowa,G,S,G_S_204 CEDAR ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=204+CEDAR+ST,Slater+Iowa",-93.6762089,41.8812689,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,,0,
202 LINN ST,Slater,Iowa,G,S,G_S_202 LINN ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=202+LINN+ST,Slater+Iowa",-93.6778333,41.8811008,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,46.49,poor_siding,42.01,good_gutter,50.34,,FALSE,0,G_S_202 LINN ST_
604 STORY ST,Slater,Iowa,G,S,G_S_604 STORY ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=604+STORY+ST,Slater+Iowa",-93.6831825,41.8772495,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,51.18,poor_siding,40.96,poor/no_gutter,55.79,,FALSE,0,G_S_604 STORY ST_
606 STORY ST,Slater,Iowa,G,S,G_S_606 STORY ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=606+STORY+ST,Slater+Iowa",-93.6831825,41.8770558,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,,0,
608 STORY ST,Slater,Iowa,G,S,G_S_608 STORY ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=608+STORY+ST,Slater+Iowa",-93.6832023,41.8768421,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,,0,
407 7TH AVE,Slater,Iowa,G,S,G_S_407 7TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=407+7TH+AVE,Slater+Iowa",-93.6831033,41.8766322,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,,0,
406 7TH AVE,Slater,Iowa,G,S,G_S_406 7TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=406+7TH+AVE,Slater+Iowa",-93.6831825,41.8762423,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,46.35,poor_siding,37.36,poor/no_gutter,67.37,,FALSE,0,G_S_406 7TH AVE_
400 8TH AVE,Slater,Iowa,G,S,G_S_400 8TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=400+8TH+AVE,Slater+Iowa",-93.6824891,41.8749278,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,,0,
402 8TH AVE,Slater,Iowa,G,S,G_S_402 8TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=402+8TH+AVE,Slater+Iowa",-93.6827863,41.8749377,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,,0,
405 9TH AVE,Slater,Iowa,G,S,G_S_405 9TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=405+9TH+AVE,Slater+Iowa",-93.6831429,41.8745389,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,39.12,poor_siding,34.96,good_gutter,69.91,,FALSE,0,G_S_405 9TH AVE_
206 LINN ST,Slater,Iowa,G,S,G_S_206 LINN ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=206+LINN+ST,Slater+Iowa",-93.6781503,41.8809357,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,46.73,poor_siding,39.42,good_gutter,63.15,,FALSE,0,G_S_206 LINN ST_
201 CEDAR ST,Slater,Iowa,G,S,G_S_201 CEDAR ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=201+CEDAR+ST,Slater+Iowa",-93.677031,41.8814654,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,40.63,poor_siding,38.77,poor/no_gutter,58.87,,FALSE,0,G_S_201 CEDAR ST_
105 E 4TH AVE,Slater,Iowa,G,S,G_S_105 E 4TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=105+E+4TH+AVE,Slater+Iowa",-93.677239,41.8799189,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,45.35,poor_siding,36.67,poor/no_gutter,68.52,,FALSE,0,G_S_105 E 4TH AVE_
302 LINN ST,Slater,Iowa,G,S,G_S_302 LINN ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=302+LINN+ST,Slater+Iowa",-93.677873,41.8857092,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,44.1,poor_siding,38.2,good_gutter,70.15,,FALSE,0,G_S_302 LINN ST_
505 CEDAR ST,Slater,Iowa,G,S,G_S_505 CEDAR ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=505+CEDAR+ST,Slater+Iowa",-93.6767041,41.8784445,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,48.79,poor_siding,41.34,poor/no_gutter,53.57,,FALSE,0,G_S_505 CEDAR ST_
401 CEDAR ST,Slater,Iowa,G,S,G_S_401 CEDAR ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=401+CEDAR+ST,Slater+Iowa",-93.676724,41.879548,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,44.73,poor_siding,38.84,poor/no_gutter,70.49,,FALSE,0,G_S_401 CEDAR ST_
103 E 6TH AVE,Slater,Iowa,G,S,G_S_103 E 6TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=103+E+6TH+AVE,Slater+Iowa",-93.6778234,41.8780698,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,,0,
104 E 4TH AVE,Slater,Iowa,G,S,G_S_104 E 4TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=104+E+4TH+AVE,Slater+Iowa",-93.677556,41.8795601,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,50.59,poor_siding,37.08,good_gutter,54.07,,FALSE,0,G_S_104 E 4TH AVE_
404 8TH AVE,Slater,Iowa,G,S,G_S_404 8TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=404+8TH+AVE,Slater+Iowa",-93.6830438,41.8749101,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,,0,
401 10TH AVE,Slater,Iowa,G,S,G_S_401 10TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=401+10TH+AVE,Slater+Iowa",-93.68239,41.8737493,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,,0,
406 9TH AVE,Slater,Iowa,G,S,G_S_406 9TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=406+9TH+AVE,Slater+Iowa",-93.6830637,41.8741152,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,,0,
602 8TH AVE,Slater,Iowa,G,S,G_S_602 8TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=602+8TH+AVE,Slater+Iowa",-93.685197,41.874738,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,,0,
409 10TH AVE CIR,Slater,Iowa,G,S,G_S_409 10TH AVE CIR.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=409+10TH+AVE+CIR,Slater+Iowa",-93.6837769,41.8739762,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,,0,
1004 REDBUD DR,Slater,Iowa,G,S,G_S_1004 REDBUD DR.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=1004+REDBUD+DR,Slater+Iowa",-93.68705,41.873328,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,,0,
912 TRAIL DR,Slater,Iowa,G,S,G_S_912 TRAIL DR.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=912+TRAIL+DR,Slater+Iowa",-93.6886339,41.875358,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,,0,
910 TRAIL DR,Slater,Iowa,G,S,G_S_910 TRAIL DR.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=910+TRAIL+DR,Slater+Iowa",-93.6889286,41.8755159,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,,0,
902 TRAIL DR,Slater,Iowa,G,S,G_S_902 TRAIL DR.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=902+TRAIL+DR,Slater+Iowa",-93.6891466,41.8764968,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,,0,
911 TRAIL DR,Slater,Iowa,G,S,G_S_911 TRAIL DR.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=911+TRAIL+DR,Slater+Iowa",-93.6891664,41.8749659,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,,0,
937 TRAIL DR,Slater,Iowa,G,S,G_S_937 TRAIL DR.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=937+TRAIL+DR,Slater+Iowa",-93.685045,41.8727345,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,,0,
924 TRAIL DR,Slater,Iowa,G,S,G_S_924 TRAIL DR.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=924+TRAIL+DR,Slater+Iowa",-93.6865905,41.8744673,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,,0,
928 TRAIL DR,Slater,Iowa,G,S,G_S_928 TRAIL DR.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=928+TRAIL+DR,Slater+Iowa",-93.6858772,41.8741802,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,,0,
942 TRAIL DR,Slater,Iowa,G,S,G_S_942 TRAIL DR.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=942+TRAIL+DR,Slater+Iowa",-93.6841534,41.8731699,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,,0,
602 STORY ST,Slater,Iowa,G,S,G_S_602 STORY ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=602+STORY+ST,Slater+Iowa",-93.6831825,41.8774432,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,53.33,poor_siding,37.96,poor/no_gutter,56.64,,FALSE,0,G_S_602 STORY ST_
704 PARK CIR,Slater,Iowa,G,S,G_S_704 PARK CIR.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=704+PARK+CIR,Slater+Iowa",-93.6831231,41.8756049,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,47.89,poor_siding,36.52,good_gutter,67.42,,FALSE,0,G_S_704 PARK CIR_
502 7TH AVE LN,Slater,Iowa,G,S,G_S_502 7TH AVE LN.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=502+7TH+AVE+LN,Slater+Iowa",-93.6838888,41.8759756,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,,0,
640 GREENE ST,Slater,Iowa,G,S,G_S_640 GREENE ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=640+GREENE+ST,Slater+Iowa",-93.6850252,41.8753891,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,,0,
302 8TH AVE,Slater,Iowa,G,S,G_S_302 8TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=302+8TH+AVE,Slater+Iowa",-93.6814787,41.8749408,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,45.52,poor_siding,38.12,good_gutter,68.51,,FALSE,0,G_S_302 8TH AVE_
403 10TH AVE,Slater,Iowa,G,S,G_S_403 10TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=403+10TH+AVE,Slater+Iowa",-93.682707,41.8737005,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,,0,
506 8TH AVE,Slater,Iowa,G,S,G_S_506 8TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=506+8TH+AVE,Slater+Iowa",-93.6845298,41.8749207,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,,0,
500 8TH AVE,Slater,Iowa,G,S,G_S_500 8TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=500+8TH+AVE,Slater+Iowa",-93.6835392,41.8749136,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,,0,
411 10TH AVE CIR,Slater,Iowa,G,S,G_S_411 10TH AVE CIR.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=411+10TH+AVE+CIR,Slater+Iowa",-93.6840741,41.8740248,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,,0,
909 TRAIL DR,Slater,Iowa,G,S,G_S_909 TRAIL DR.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=909+TRAIL+DR,Slater+Iowa",-93.6893843,41.875172,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,38.28,poor_siding,35.74,good_gutter,66.23,,FALSE,0,G_S_909 TRAIL DR_
907 TRAIL DR,Slater,Iowa,G,S,G_S_907 TRAIL DR.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=907+TRAIL+DR,Slater+Iowa",-93.6895627,41.8754181,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,,0,
914 TRAIL DR,Slater,Iowa,G,S,G_S_914 TRAIL DR.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=914+TRAIL+DR,Slater+Iowa",-93.6881756,41.8749976,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,,0,
920 TRAIL DR,Slater,Iowa,G,S,G_S_920 TRAIL DR.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=920+TRAIL+DR,Slater+Iowa",-93.6873236,41.8746956,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,,0,
922 TRAIL DR,Slater,Iowa,G,S,G_S_922 TRAIL DR.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=922+TRAIL+DR,Slater+Iowa",-93.6869471,41.8745721,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,,0,
938 TRAIL DR,Slater,Iowa,G,S,G_S_938 TRAIL DR.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=938+TRAIL+DR,Slater+Iowa",-93.6848468,41.8732058,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,,0,
940 TRAIL DR,Slater,Iowa,G,S,G_S_940 TRAIL DR.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=940+TRAIL+DR,Slater+Iowa",-93.6845496,41.8730797,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,,0,
915 TRAIL DR,Slater,Iowa,G,S,G_S_915 TRAIL DR.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=915+TRAIL+DR,Slater+Iowa",-93.6882945,41.8744514,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,,0,
917 TRAIL DR,Slater,Iowa,G,S,G_S_917 TRAIL DR.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=917+TRAIL+DR,Slater+Iowa",-93.6880539,41.8742,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,,0,
919 TRAIL DR,Slater,Iowa,G,S,G_S_919 TRAIL DR.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=919+TRAIL+DR,Slater+Iowa",-93.6877991,41.874138,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,41.11,poor_siding,37.18,good_gutter,67.34,,FALSE,0,G_S_919 TRAIL DR_
913 TRAIL DR,Slater,Iowa,G,S,G_S_913 TRAIL DR.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=913+TRAIL+DR,Slater+Iowa",-93.6886512,41.874595,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,,0,
931 TRAIL DR,Slater,Iowa,G,S,G_S_931 TRAIL DR.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=931+TRAIL+DR,Slater+Iowa",-93.6857186,41.8732941,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,45.47,poor_siding,36.69,good_gutter,67.75,,FALSE,0,G_S_931 TRAIL DR_
935 TRAIL DR,Slater,Iowa,G,S,G_S_935 TRAIL DR.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=935+TRAIL+DR,Slater+Iowa",-93.6852827,41.8728819,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,,0,
933 TRAIL DR,Slater,Iowa,G,S,G_S_933 TRAIL DR.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=933+TRAIL+DR,Slater+Iowa",-93.6855799,41.8730467,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,,0,
404 CEDAR ST,Slater,Iowa,G,S,G_S_404 CEDAR ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=404+CEDAR+ST,Slater+Iowa",-93.6760702,41.8790071,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,48.64,poor_siding,36.3,good_gutter,68.88,,FALSE,0,G_S_404 CEDAR ST_
402 CEDAR ST,Slater,Iowa,G,S,G_S_402 CEDAR ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=402+CEDAR+ST,Slater+Iowa",-93.6760702,41.8793945,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,47.69,poor_siding,38.4,poor/no_gutter,52.6,,FALSE,0,G_S_402 CEDAR ST_
202 CEDAR ST,Slater,Iowa,G,S,G_S_202 CEDAR ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=202+CEDAR+ST,Slater+Iowa",-93.6761297,41.8815426,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,,0,
200 LINN ST,Slater,Iowa,G,S,G_S_200 LINN ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=200+LINN+ST,Slater+Iowa",-93.6779522,41.8814069,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,46.58,poor_siding,39.16,good_gutter,66.35,,FALSE,0,G_S_200 LINN ST_
